ภาค,จังหวัด,เขตการปกครอง,กลุ่มอายุ (ย้ายถิ่น),ยอดรวม,ยอดรวม,ยอดรวม,ผู้ย้ายถิ่น,ผู้ย้ายถิ่น,ผู้ย้ายถิ่น,ผู้ไม่ย้ายถิ่น,ผู้ไม่ย้ายถิ่น,ผู้ไม่ย้ายถิ่น
ภาคตะวันออกเฉียงเหนือ,หนองบัวลำภู,นอกเขตเทศบาล,60 ปีขึ้นไป," 56,860 "," 25,857 "," 31,003 ", 262 , 262 , -   ," 56,598 "," 25,595 "," 31,003 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,รวม,ยอดรวม," 1,715,669 "," 826,276 "," 889,389 "," 5,570 "," 4,216 "," 1,354 "," 1,710,099 "," 822,060 "," 888,035 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,รวม,0 - 5," 56,650 "," 26,715 "," 29,933 ", -   , -   , -   ," 56,650 "," 26,715 "," 29,933 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,รวม,6 - 12," 155,007 "," 83,416 "," 71,590 ", -   , -   , -   ," 155,007 "," 83,416 "," 71,590 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,รวม,13 - 14," 46,087 "," 22,730 "," 23,357 ", -   , -   , -   ," 46,087 "," 22,730 "," 23,357 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,รวม,15 - 19," 140,415 "," 70,680 "," 69,735 ", -   , -   , -   ," 140,415 "," 70,680 "," 69,735 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,รวม,20 - 24," 175,654 "," 83,950 "," 91,704 ", -   , -   , -   ," 175,654 "," 83,950 "," 91,704 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,รวม,25 - 29," 124,843 "," 59,886 "," 64,957 "," 1,725 "," 1,725 ", -   ," 123,118 "," 58,161 "," 64,957 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,รวม,30 - 34," 77,976 "," 39,843 "," 38,133 "," 2,683 "," 1,859 ", 824 ," 75,293 "," 37,984 "," 37,309 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,รวม,35 - 39," 72,116 "," 35,739 "," 36,377 ", -   , -   , -   ," 72,116 "," 35,739 "," 36,377 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,รวม,40 - 44," 87,840 "," 42,233 "," 45,606 "," 1,032 ", 502 , 530 ," 86,808 "," 41,731 "," 45,076 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,รวม,45 - 49," 130,875 "," 60,714 "," 70,161 ", -   , -   , -   ," 130,875 "," 60,714 "," 70,161 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,รวม,50 - 54," 135,519 "," 61,343 "," 74,176 ", -   , -   , -   ," 135,519 "," 61,343 "," 74,176 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,รวม,55 - 59," 136,934 "," 68,121 "," 68,813 ", -   , -   , -   ," 136,934 "," 68,121 "," 68,813 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,รวม,60 ปีขึ้นไป," 375,753 "," 170,906 "," 204,847 ", 130 , 130 , -   ," 375,623 "," 170,776 "," 204,847 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,ในเขตเทศบาล,ยอดรวม," 694,098 "," 331,581 "," 362,515 "," 2,775 "," 2,775 ",," 691,323 "," 328,806 "," 362,515 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,ในเขตเทศบาล,0 - 5," 21,054 "," 13,109 "," 7,944 ", -   , -   ,," 21,054 "," 13,109 "," 7,944 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,ในเขตเทศบาล,6 - 12," 66,817 "," 32,739 "," 34,077 ", -   , -   ,," 66,817 "," 32,739 "," 34,077 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,ในเขตเทศบาล,13 - 14," 16,348 "," 7,469 "," 8,879 ", -   , -   ,," 16,348 "," 7,469 "," 8,879 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,ในเขตเทศบาล,15 - 19," 56,789 "," 28,364 "," 28,425 ", -   , -   ,," 56,789 "," 28,364 "," 28,425 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,ในเขตเทศบาล,20 - 24," 71,067 "," 33,689 "," 37,378 ", -   , -   ,," 71,067 "," 33,689 "," 37,378 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,ในเขตเทศบาล,25 - 29," 50,509 "," 24,032 "," 26,477 "," 1,725 "," 1,725 ",," 48,784 "," 22,307 "," 26,477 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,ในเขตเทศบาล,30 - 34," 31,532 "," 15,989 "," 15,543 ", 548 , 548 ,," 30,984 "," 15,441 "," 15,543 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,ในเขตเทศบาล,35 - 39," 29,170 "," 14,342 "," 14,828 ", -   , -   ,," 29,170 "," 14,342 "," 14,828 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,ในเขตเทศบาล,40 - 44," 39,343 "," 16,726 "," 22,617 ", 502 , 502 ,," 38,841 "," 16,224 "," 22,617 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,ในเขตเทศบาล,45 - 49," 49,157 "," 24,587 "," 24,570 ", -   , -   ,," 49,157 "," 24,587 "," 24,570 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,ในเขตเทศบาล,50 - 54," 58,338 "," 26,207 "," 32,131 ", -   , -   ,," 58,338 "," 26,207 "," 32,131 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,ในเขตเทศบาล,55 - 59," 51,899 "," 25,746 "," 26,153 ", -   , -   ,," 51,899 "," 25,746 "," 26,153 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,ในเขตเทศบาล,60 ปีขึ้นไป," 152,075 "," 68,582 "," 83,493 ", -   , -   ,," 152,075 "," 68,582 "," 83,493 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,นอกเขตเทศบาล,ยอดรวม," 1,021,571 "," 494,695 "," 526,874 "," 2,795 "," 1,441 "," 1,354 "," 1,018,776 "," 493,254 "," 525,520 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,นอกเขตเทศบาล,0 - 5," 35,596 "," 13,606 "," 21,989 ", -   , -   , -   ," 35,596 "," 13,606 "," 21,989 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,นอกเขตเทศบาล,6 - 12," 88,190 "," 50,677 "," 37,513 ", -   , -   , -   ," 88,190 "," 50,677 "," 37,513 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,นอกเขตเทศบาล,13 - 14," 29,739 "," 15,261 "," 14,478 ", -   , -   , -   ," 29,739 "," 15,261 "," 14,478 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,นอกเขตเทศบาล,15 - 19," 83,626 "," 42,316 "," 41,310 ", -   , -   , -   ," 83,626 "," 42,316 "," 41,310 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,นอกเขตเทศบาล,20 - 24," 104,587 "," 50,261 "," 54,326 ", -   , -   , -   ," 104,587 "," 50,261 "," 54,326 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,นอกเขตเทศบาล,25 - 29," 74,334 "," 35,854 "," 38,480 ", -   , -   , -   ," 74,334 "," 35,854 "," 38,480 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,นอกเขตเทศบาล,30 - 34," 46,444 "," 23,854 "," 22,590 "," 2,135 "," 1,311 ", 824 ," 44,309 "," 22,543 "," 21,766 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,นอกเขตเทศบาล,35 - 39," 42,946 "," 21,397 "," 21,549 ", -   , -   , -   ," 42,946 "," 21,397 "," 21,549 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,นอกเขตเทศบาล,40 - 44," 48,497 "," 25,507 "," 22,989 ", 530 , -   , 530 ," 47,967 "," 25,507 "," 22,459 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,นอกเขตเทศบาล,45 - 49," 81,718 "," 36,127 "," 45,591 ", -   , -   , -   ," 81,718 "," 36,127 "," 45,591 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,นอกเขตเทศบาล,50 - 54," 77,181 "," 35,136 "," 42,045 ", -   , -   , -   ," 77,181 "," 35,136 "," 42,045 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,นอกเขตเทศบาล,55 - 59," 85,035 "," 42,375 "," 42,660 ", -   , -   , -   ," 85,035 "," 42,375 "," 42,660 "
ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,นอกเขตเทศบาล,60 ปีขึ้นไป," 223,678 "," 102,324 "," 121,354 ", 130 , 130 , -   ," 223,548 "," 102,194 "," 121,354 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,รวม,ยอดรวม," 1,230,285 "," 598,083 "," 632,202 "," 3,912 "," 1,864 "," 2,048 "," 1,226,373 "," 596,219 "," 630,154 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,รวม,0 - 5," 73,478 "," 40,988 "," 32,490 ", 855 , 443 , 412 ," 72,623 "," 40,545 "," 32,078 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,รวม,6 - 12," 111,474 "," 52,683 "," 58,790 ", -   , -   , -   ," 111,474 "," 52,683 "," 58,790 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,รวม,13 - 14," 38,509 "," 20,353 "," 18,156 ", -   , -   , -   ," 38,509 "," 20,353 "," 18,156 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,รวม,15 - 19," 99,927 "," 50,882 "," 49,045 ", -   , -   , -   ," 99,927 "," 50,882 "," 49,045 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,รวม,20 - 24," 106,082 "," 53,597 "," 52,485 "," 1,788 ", 616 ," 1,172 "," 104,294 "," 52,981 "," 51,313 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,รวม,25 - 29," 90,720 "," 43,768 "," 46,952 ", -   , -   , -   ," 90,720 "," 43,768 "," 46,952 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,รวม,30 - 34," 59,071 "," 29,344 "," 29,727 ", 304 , 304 , -   ," 58,767 "," 29,040 "," 29,727 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,รวม,35 - 39," 55,627 "," 28,196 "," 27,431 ", 464 , -   , 464 ," 55,163 "," 28,196 "," 26,967 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,รวม,40 - 44," 67,510 "," 36,974 "," 30,536 ", -   , -   , -   ," 67,510 "," 36,974 "," 30,536 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,รวม,45 - 49," 92,477 "," 39,157 "," 53,320 ", -   , -   , -   ," 92,477 "," 39,157 "," 53,320 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,รวม,50 - 54," 105,750 "," 51,627 "," 54,124 ", -   , -   , -   ," 105,750 "," 51,627 "," 54,124 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,รวม,55 - 59," 85,843 "," 39,115 "," 46,728 ", 501 , 501 , -   ," 85,342 "," 38,614 "," 46,728 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,รวม,60 ปีขึ้นไป," 243,817 "," 111,399 "," 132,418 ", -   , -   , -   ," 243,817 "," 111,399 "," 132,418 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,ในเขตเทศบาล,ยอดรวม," 462,434 "," 220,933 "," 241,502 "," 2,276 "," 1,864 ", 412 ," 460,158 "," 219,069 "," 241,090 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,ในเขตเทศบาล,0 - 5," 26,852 "," 15,099 "," 11,753 ", 855 , 443 , 412 ," 25,997 "," 14,656 "," 11,341 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,ในเขตเทศบาล,6 - 12," 41,087 "," 17,519 "," 23,567 ", -   , -   , -   ," 41,087 "," 17,519 "," 23,567 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,ในเขตเทศบาล,13 - 14," 15,988 "," 9,504 "," 6,485 ", -   , -   , -   ," 15,988 "," 9,504 "," 6,485 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,ในเขตเทศบาล,15 - 19," 37,530 "," 18,795 "," 18,735 ", -   , -   , -   ," 37,530 "," 18,795 "," 18,735 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,ในเขตเทศบาล,20 - 24," 39,850 "," 19,800 "," 20,050 ", 616 , 616 , -   ," 39,234 "," 19,184 "," 20,050 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,ในเขตเทศบาล,25 - 29," 34,104 "," 16,168 "," 17,936 ", -   , -   , -   ," 34,104 "," 16,168 "," 17,936 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,ในเขตเทศบาล,30 - 34," 22,196 "," 10,840 "," 11,356 ", 304 , 304 , -   ," 21,892 "," 10,536 "," 11,356 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,ในเขตเทศบาล,35 - 39," 20,894 "," 10,416 "," 10,478 ", -   , -   , -   ," 20,894 "," 10,416 "," 10,478 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,ในเขตเทศบาล,40 - 44," 25,247 "," 12,345 "," 12,901 ", -   , -   , -   ," 25,247 "," 12,345 "," 12,901 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,ในเขตเทศบาล,45 - 49," 34,909 "," 15,778 "," 19,132 ", -   , -   , -   ," 34,909 "," 15,778 "," 19,132 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,ในเขตเทศบาล,50 - 54," 40,420 "," 19,584 "," 20,836 ", -   , -   , -   ," 40,420 "," 19,584 "," 20,836 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,ในเขตเทศบาล,55 - 59," 31,624 "," 13,935 "," 17,690 ", 501 , 501 , -   ," 31,123 "," 13,434 "," 17,690 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,ในเขตเทศบาล,60 ปีขึ้นไป," 91,733 "," 41,150 "," 50,583 ", -   , -   , -   ," 91,733 "," 41,150 "," 50,583 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,นอกเขตเทศบาล,ยอดรวม," 767,851 "," 377,150 "," 390,700 "," 1,636 ",," 1,636 "," 766,215 "," 377,150 "," 389,064 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,นอกเขตเทศบาล,0 - 5," 46,626 "," 25,889 "," 20,737 ", -   ,, -   ," 46,626 "," 25,889 "," 20,737 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,นอกเขตเทศบาล,6 - 12," 70,387 "," 35,164 "," 35,223 ", -   ,, -   ," 70,387 "," 35,164 "," 35,223 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,นอกเขตเทศบาล,13 - 14," 22,521 "," 10,849 "," 11,671 ", -   ,, -   ," 22,521 "," 10,849 "," 11,671 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,นอกเขตเทศบาล,15 - 19," 62,397 "," 32,087 "," 30,310 ", -   ,, -   ," 62,397 "," 32,087 "," 30,310 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,นอกเขตเทศบาล,20 - 24," 66,232 "," 33,797 "," 32,435 "," 1,172 ",," 1,172 "," 65,060 "," 33,797 "," 31,263 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,นอกเขตเทศบาล,25 - 29," 56,616 "," 27,600 "," 29,016 ", -   ,, -   ," 56,616 "," 27,600 "," 29,016 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,นอกเขตเทศบาล,30 - 34," 36,875 "," 18,504 "," 18,371 ", -   ,, -   ," 36,875 "," 18,504 "," 18,371 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,นอกเขตเทศบาล,35 - 39," 34,733 "," 17,780 "," 16,953 ", 464 ,, 464 ," 34,269 "," 17,780 "," 16,489 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,นอกเขตเทศบาล,40 - 44," 42,263 "," 24,629 "," 17,635 ", -   ,, -   ," 42,263 "," 24,629 "," 17,635 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,นอกเขตเทศบาล,45 - 49," 57,568 "," 23,379 "," 34,188 ", -   ,, -   ," 57,568 "," 23,379 "," 34,188 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,นอกเขตเทศบาล,50 - 54," 65,330 "," 32,043 "," 33,288 ", -   ,, -   ," 65,330 "," 32,043 "," 33,288 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,นอกเขตเทศบาล,55 - 59," 54,219 "," 25,180 "," 29,038 ", -   ,, -   ," 54,219 "," 25,180 "," 29,038 "
ภาคตะวันออกเฉียงเหนือ,อุดรธานี,นอกเขตเทศบาล,60 ปีขึ้นไป," 152,084 "," 70,249 "," 81,835 ", -   ,, -   ," 152,084 "," 70,249 "," 81,835 "
ภาคตะวันออกเฉียงเหนือ,เลย,รวม,ยอดรวม," 531,631 "," 263,910 "," 267,722 "," 1,091 ", 837 , 254 ," 530,540 "," 263,073 "," 267,468 "
ภาคตะวันออกเฉียงเหนือ,เลย,รวม,0 - 5," 27,063 "," 12,173 "," 14,891 ", -   , -   , -   ," 27,063 "," 12,173 "," 14,891 "
ภาคตะวันออกเฉียงเหนือ,เลย,รวม,6 - 12," 46,532 "," 23,873 "," 22,659 ", -   , -   , -   ," 46,532 "," 23,873 "," 22,659 "
ภาคตะวันออกเฉียงเหนือ,เลย,รวม,13 - 14," 12,062 "," 7,916 "," 4,145 ", -   , -   , -   ," 12,062 "," 7,916 "," 4,145 "
ภาคตะวันออกเฉียงเหนือ,เลย,รวม,15 - 19," 37,820 "," 19,495 "," 18,325 ", 154 , -   , 154 ," 37,666 "," 19,495 "," 18,171 "
ภาคตะวันออกเฉียงเหนือ,เลย,รวม,20 - 24," 43,723 "," 21,962 "," 21,761 ", -   , -   , -   ," 43,723 "," 21,962 "," 21,761 "
ภาคตะวันออกเฉียงเหนือ,เลย,รวม,25 - 29," 38,151 "," 18,993 "," 19,158 ", 665 , 665 , -   ," 37,486 "," 18,328 "," 19,158 "
ภาคตะวันออกเฉียงเหนือ,เลย,รวม,30 - 34," 24,534 "," 12,417 "," 12,117 ", -   , -   , -   ," 24,534 "," 12,417 "," 12,117 "
ภาคตะวันออกเฉียงเหนือ,เลย,รวม,35 - 39," 22,710 "," 11,407 "," 11,303 ", -   , -   , -   ," 22,710 "," 11,407 "," 11,303 "
ภาคตะวันออกเฉียงเหนือ,เลย,รวม,40 - 44," 33,142 "," 15,491 "," 17,650 ", 79 , 79 , -   ," 33,063 "," 15,412 "," 17,650 "
ภาคตะวันออกเฉียงเหนือ,เลย,รวม,45 - 49," 38,930 "," 19,343 "," 19,589 ", 93 , 93 , -   ," 38,837 "," 19,250 "," 19,589 "
ภาคตะวันออกเฉียงเหนือ,เลย,รวม,50 - 54," 44,778 "," 22,312 "," 22,465 ", -   , -   , -   ," 44,778 "," 22,312 "," 22,465 "
ภาคตะวันออกเฉียงเหนือ,เลย,รวม,55 - 59," 43,672 "," 20,986 "," 22,687 ", -   , -   , -   ," 43,672 "," 20,986 "," 22,687 "
ภาคตะวันออกเฉียงเหนือ,เลย,รวม,60 ปีขึ้นไป," 118,514 "," 57,542 "," 60,972 ", 100 , -   , 100 ," 118,414 "," 57,542 "," 60,872 "
ภาคตะวันออกเฉียงเหนือ,เลย,ในเขตเทศบาล,ยอดรวม," 160,269 "," 79,015 "," 81,255 ", 426 , 172 , 254 ," 159,843 "," 78,843 "," 81,001 "
ภาคตะวันออกเฉียงเหนือ,เลย,ในเขตเทศบาล,0 - 5," 8,204 "," 4,388 "," 3,816 ", -   , -   , -   ," 8,204 "," 4,388 "," 3,816 "
ภาคตะวันออกเฉียงเหนือ,เลย,ในเขตเทศบาล,6 - 12," 12,998 "," 6,151 "," 6,847 ", -   , -   , -   ," 12,998 "," 6,151 "," 6,847 "
ภาคตะวันออกเฉียงเหนือ,เลย,ในเขตเทศบาล,13 - 14," 4,614 "," 2,623 "," 1,991 ", -   , -   , -   ," 4,614 "," 2,623 "," 1,991 "
ภาคตะวันออกเฉียงเหนือ,เลย,ในเขตเทศบาล,15 - 19," 11,396 "," 5,836 "," 5,560 ", 154 , -   , 154 ," 11,242 "," 5,836 "," 5,406 "
ภาคตะวันออกเฉียงเหนือ,เลย,ในเขตเทศบาล,20 - 24," 13,181 "," 6,576 "," 6,605 ", -   , -   , -   ," 13,181 "," 6,576 "," 6,605 "
ภาคตะวันออกเฉียงเหนือ,เลย,ในเขตเทศบาล,25 - 29," 11,502 "," 5,687 "," 5,815 ", -   , -   , -   ," 11,502 "," 5,687 "," 5,815 "
ภาคตะวันออกเฉียงเหนือ,เลย,ในเขตเทศบาล,30 - 34," 7,396 "," 3,718 "," 3,678 ", -   , -   , -   ," 7,396 "," 3,718 "," 3,678 "
ภาคตะวันออกเฉียงเหนือ,เลย,ในเขตเทศบาล,35 - 39," 6,846 "," 3,415 "," 3,431 ", -   , -   , -   ," 6,846 "," 3,415 "," 3,431 "
ภาคตะวันออกเฉียงเหนือ,เลย,ในเขตเทศบาล,40 - 44," 9,496 "," 5,390 "," 4,106 ", 79 , 79 , -   ," 9,417 "," 5,311 "," 4,106 "
ภาคตะวันออกเฉียงเหนือ,เลย,ในเขตเทศบาล,45 - 49," 12,237 "," 5,041 "," 7,197 ", 93 , 93 , -   ," 12,144 "," 4,948 "," 7,197 "
ภาคตะวันออกเฉียงเหนือ,เลย,ในเขตเทศบาล,50 - 54," 15,025 "," 7,178 "," 7,846 ", -   , -   , -   ," 15,025 "," 7,178 "," 7,846 "
ภาคตะวันออกเฉียงเหนือ,เลย,ในเขตเทศบาล,55 - 59," 11,641 "," 5,785 "," 5,857 ", -   , -   , -   ," 11,641 "," 5,785 "," 5,857 "
ภาคตะวันออกเฉียงเหนือ,เลย,ในเขตเทศบาล,60 ปีขึ้นไป," 35,733 "," 17,227 "," 18,506 ", 100 , -   , 100 ," 35,633 "," 17,227 "," 18,406 "
ภาคตะวันออกเฉียงเหนือ,เลย,นอกเขตเทศบาล,ยอดรวม," 371,362 "," 184,895 "," 186,467 ", 665 , 665 ,," 370,697 "," 184,230 "," 186,467 "
ภาคตะวันออกเฉียงเหนือ,เลย,นอกเขตเทศบาล,0 - 5," 18,859 "," 7,785 "," 11,075 ", -   , -   ,," 18,859 "," 7,785 "," 11,075 "
ภาคตะวันออกเฉียงเหนือ,เลย,นอกเขตเทศบาล,6 - 12," 33,534 "," 17,722 "," 15,812 ", -   , -   ,," 33,534 "," 17,722 "," 15,812 "
ภาคตะวันออกเฉียงเหนือ,เลย,นอกเขตเทศบาล,13 - 14," 7,448 "," 5,293 "," 2,154 ", -   , -   ,," 7,448 "," 5,293 "," 2,154 "
ภาคตะวันออกเฉียงเหนือ,เลย,นอกเขตเทศบาล,15 - 19," 26,424 "," 13,659 "," 12,765 ", -   , -   ,," 26,424 "," 13,659 "," 12,765 "
ภาคตะวันออกเฉียงเหนือ,เลย,นอกเขตเทศบาล,20 - 24," 30,542 "," 15,386 "," 15,156 ", -   , -   ,," 30,542 "," 15,386 "," 15,156 "
ภาคตะวันออกเฉียงเหนือ,เลย,นอกเขตเทศบาล,25 - 29," 26,649 "," 13,306 "," 13,343 ", 665 , 665 ,," 25,984 "," 12,641 "," 13,343 "
ภาคตะวันออกเฉียงเหนือ,เลย,นอกเขตเทศบาล,30 - 34," 17,138 "," 8,699 "," 8,439 ", -   , -   ,," 17,138 "," 8,699 "," 8,439 "
ภาคตะวันออกเฉียงเหนือ,เลย,นอกเขตเทศบาล,35 - 39," 15,864 "," 7,992 "," 7,872 ", -   , -   ,," 15,864 "," 7,992 "," 7,872 "
ภาคตะวันออกเฉียงเหนือ,เลย,นอกเขตเทศบาล,40 - 44," 23,646 "," 10,101 "," 13,544 ", -   , -   ,," 23,646 "," 10,101 "," 13,544 "
ภาคตะวันออกเฉียงเหนือ,เลย,นอกเขตเทศบาล,45 - 49," 26,693 "," 14,302 "," 12,392 ", -   , -   ,," 26,693 "," 14,302 "," 12,392 "
ภาคตะวันออกเฉียงเหนือ,เลย,นอกเขตเทศบาล,50 - 54," 29,753 "," 15,134 "," 14,619 ", -   , -   ,," 29,753 "," 15,134 "," 14,619 "
ภาคตะวันออกเฉียงเหนือ,เลย,นอกเขตเทศบาล,55 - 59," 32,031 "," 15,201 "," 16,830 ", -   , -   ,," 32,031 "," 15,201 "," 16,830 "
ภาคตะวันออกเฉียงเหนือ,เลย,นอกเขตเทศบาล,60 ปีขึ้นไป," 82,781 "," 40,315 "," 42,466 ", -   , -   ,," 82,781 "," 40,315 "," 42,466 "
ภาคตะวันออกเฉียงเหนือ,หนองคาย,รวม,ยอดรวม," 437,181 "," 210,513 "," 226,668 "," 2,980 "," 1,177 "," 1,803 "," 434,201 "," 209,336 "," 224,865 "
ภาคตะวันออกเฉียงเหนือ,หนองคาย,รวม,0 - 5," 26,851 "," 15,012 "," 11,839 ", -   , -   , -   ," 26,851 "," 15,012 "," 11,839 "
ภาคตะวันออกเฉียงเหนือ,หนองคาย,รวม,6 - 12," 43,033 "," 20,740 "," 22,292 ", -   , -   , -   ," 43,033 "," 20,740 "," 22,292 "
ภาคตะวันออกเฉียงเหนือ,หนองคาย,รวม,13 - 14," 14,986 "," 7,256 "," 7,731 ", -   , -   , -   ," 14,986 "," 7,256 "," 7,731 "
ภาคตะวันออกเฉียงเหนือ,หนองคาย,รวม,15 - 19," 33,392 "," 17,238 "," 16,154 ", 301 , -   , 301 ," 33,091 "," 17,238 "," 15,853 "
ภาคตะวันออกเฉียงเหนือ,หนองคาย,รวม,20 - 24," 31,787 "," 15,511 "," 16,276 ", 168 , 168 , -   ," 31,619 "," 15,343 "," 16,276 "
ภาคตะวันออกเฉียงเหนือ,หนองคาย,รวม,25 - 29," 28,779 "," 13,794 "," 14,985 "," 1,244 ", -   ," 1,244 "," 27,535 "," 13,794 "," 13,741 "
ภาคตะวันออกเฉียงเหนือ,หนองคาย,รวม,30 - 34," 20,281 "," 9,917 "," 10,364 ", 566 , 566 , -   ," 19,715 "," 9,351 "," 10,364 "
ภาคตะวันออกเฉียงเหนือ,หนองคาย,รวม,35 - 39," 19,653 "," 9,789 "," 9,864 ", 480 , 222 , 258 ," 19,173 "," 9,567 "," 9,606 "
ภาคตะวันออกเฉียงเหนือ,หนองคาย,รวม,40 - 44," 24,612 "," 12,591 "," 12,022 ", -   , -   , -   ," 24,612 "," 12,591 "," 12,022 "
ภาคตะวันออกเฉียงเหนือ,หนองคาย,รวม,45 - 49," 32,917 "," 14,563 "," 18,353 ", 221 , 221 , -   ," 32,696 "," 14,342 "," 18,353 "
ภาคตะวันออกเฉียงเหนือ,หนองคาย,รวม,50 - 54," 35,584 "," 15,531 "," 20,053 ", -   , -   , -   ," 35,584 "," 15,531 "," 20,053 "
ภาคตะวันออกเฉียงเหนือ,หนองคาย,รวม,55 - 59," 34,241 "," 17,056 "," 17,185 ", -   , -   , -   ," 34,241 "," 17,056 "," 17,185 "
ภาคตะวันออกเฉียงเหนือ,หนองคาย,รวม,60 ปีขึ้นไป," 91,065 "," 41,515 "," 49,550 ", -   , -   , -   ," 91,065 "," 41,515 "," 49,550 "
ภาคตะวันออกเฉียงเหนือ,หนองคาย,ในเขตเทศบาล,ยอดรวม," 137,172 "," 66,292 "," 70,879 ", 922 , 363 , 559 ," 136,250 "," 65,929 "," 70,320 "
