ภาค,จังหวัด,สถานภาพแรงงาน,กำลังแรงงาน,กำลังแรงงานปัจจุบัน,รวม,ชาย,หญิง
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,94172.9325,44860.485,49312.4475
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,857661.75,410853.5,446808.25
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,577149.8275,309943.705,267206.1225
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,567925.3625,307806.025,260119.3375
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,563010.9825,305231.6875,257779.29
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,4914.3825,2574.3375,2340.0475
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,9224.4675,2137.6775,7086.7875
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,280511.925,100909.7975,179602.1275
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,45136.39,1501.285,43635.105
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,73519.1425,36660.365,36858.7775
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,28276.75,11866.5,16410.25
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,133579.785,50881.53,82698.005
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,651825.75,312452.5,339373.25
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,401533.1725,227390.72,174142.4575
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,401397.37,227345.6525,174051.7175
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,399310.045,226430.3675,172879.675
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,2087.3275,915.285,1172.0375
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,135.8075,45.0675,90.74
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,250292.5775,85061.7825,165230.8
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,94152.175,4942.0475,89210.1225
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,58449.38,28959.575,29489.8
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,20860.75,10791,10069.75
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,76830.2175,40369.0525,36461.1675
ภาคตะวันออกเฉียงเหนือ,สกลนคร,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,729095.75,350243,378852.75
ภาคตะวันออกเฉียงเหนือ,สกลนคร,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,432376.1675,245017.1425,187359.0275
ภาคตะวันออกเฉียงเหนือ,สกลนคร,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,416617.49,235321.65,181295.8425
ภาคตะวันออกเฉียงเหนือ,สกลนคร,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,410962.91,231977.8425,178985.07
ภาคตะวันออกเฉียงเหนือ,สกลนคร,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,5654.58,3343.81,2310.7725
ภาคตะวันออกเฉียงเหนือ,สกลนคร,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,15758.675,9695.4925,6063.1825
ภาคตะวันออกเฉียงเหนือ,สกลนคร,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,296719.5825,105225.855,191493.7225
ภาคตะวันออกเฉียงเหนือ,สกลนคร,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,97173.08,3130.48,94042.6
ภาคตะวันออกเฉียงเหนือ,สกลนคร,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,64038.5,29649.885,34388.6175
ภาคตะวันออกเฉียงเหนือ,สกลนคร,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,21915,10445.75,11469.25
ภาคตะวันออกเฉียงเหนือ,สกลนคร,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,113592.955,61999.84,51593.1125
ภาคตะวันออกเฉียงเหนือ,นครพนม,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,441643,211228.5,230414.5
ภาคตะวันออกเฉียงเหนือ,นครพนม,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,303929.76,162372.52,141557.24
ภาคตะวันออกเฉียงเหนือ,นครพนม,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,301261.2575,160399,140862.255
ภาคตะวันออกเฉียงเหนือ,นครพนม,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,291837.7825,154843.2925,136994.4875
ภาคตะวันออกเฉียงเหนือ,นครพนม,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,9423.475,5555.7075,3867.765
ภาคตะวันออกเฉียงเหนือ,นครพนม,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,2668.5075,1973.5225,694.985
ภาคตะวันออกเฉียงเหนือ,นครพนม,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,137713.24,48855.98,88857.2625
ภาคตะวันออกเฉียงเหนือ,นครพนม,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,28485.995,1253.3725,27232.6225
ภาคตะวันออกเฉียงเหนือ,นครพนม,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,35830.3425,16314.8,19515.5425
ภาคตะวันออกเฉียงเหนือ,นครพนม,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,16800.75,6537.5,10263.5
ภาคตะวันออกเฉียงเหนือ,นครพนม,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,56595.9825,24750.5175,31845.7125
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,275015.5,134808.25,140207.25
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,195237.3575,104301.5625,90935.79
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,194191.8275,103908.01,90283.8175
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,192458.265,102826.7,89631.5625
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,1733.5675,1081.31,652.255
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,1045.525,393.5525,651.9725
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,79778.1425,30506.685,49271.46
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,16048.205,695.3275,15352.875
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,20990.5325,9902.5525,11087.985
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,9526.5,4478.25,5048.25
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,33213.0325,15430.385,17782.3975
ภาคใต้,นครศรีธรรมราช,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,1284076,619584,664492
ภาคใต้,นครศรีธรรมราช,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,909080.035,498408.7875,410671.25
ภาคใต้,นครศรีธรรมราช,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,909080.035,498408.7875,410671.25
ภาคใต้,นครศรีธรรมราช,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,892870.96,488719.335,404151.6275
ภาคใต้,นครศรีธรรมราช,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,16209.0725,9689.45,6519.6225
ภาคใต้,นครศรีธรรมราช,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,0,0,0
ภาคใต้,นครศรีธรรมราช,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,374995.9675,121175.2125,253820.7525
ภาคใต้,นครศรีธรรมราช,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,133173.0075,5956.485,127216.5225
ภาคใต้,นครศรีธรรมราช,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,85160.15,39526.875,45633.275
ภาคใต้,นครศรีธรรมราช,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,37308.5,16236,21072.5
ภาคใต้,นครศรีธรรมราช,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,119354.4675,59455.83,59898.3875
ภาคใต้,กระบี่,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,298815,147581.25,151233.75
ภาคใต้,กระบี่,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,217332.02,122951.7125,94380.305
ภาคใต้,กระบี่,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,217332.02,122951.7125,94380.305
ภาคใต้,กระบี่,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,209984.595,119822.585,90162.0125
ภาคใต้,กระบี่,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,7347.4225,3129.13,4218.295
ภาคใต้,กระบี่,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,0,0,0
ภาคใต้,กระบี่,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,81482.98,24629.535,56853.445
ภาคใต้,กระบี่,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,32663.0975,616.6625,32046.435
ภาคใต้,กระบี่,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,22183.175,10371.3325,11811.845
ภาคใต้,กระบี่,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,5103.5,2202.25,2901.25
ภาคใต้,กระบี่,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,21533.26,11439.135,10093.875
ภาคใต้,พังงา,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,220499.75,111673,108826.75
ภาคใต้,พังงา,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,152386.3375,90918.345,61467.9925
ภาคใต้,พังงา,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,152282.605,90824.3725,61458.2275
ภาคใต้,พังงา,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,145951.5675,87774.1625,58177.4075
ภาคใต้,พังงา,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,6331.0375,3050.2125,3280.8225
ภาคใต้,พังงา,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,103.735,93.97,9.765
ภาคใต้,พังงา,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,68113.415,20754.6575,47358.7575
ภาคใต้,พังงา,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,27792.5025,1385.845,26406.655
ภาคใต้,พังงา,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,13507.92,6214.2425,7293.6775
ภาคใต้,พังงา,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,5529.25,2450,3079.5
ภาคใต้,พังงา,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,21283.75,10704.7475,10579.0025
ภาคใต้,ภูเก็ต,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,454711.25,226460.75,228250.5
ภาคใต้,ภูเก็ต,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,319408.68,174141.0975,145267.5775
ภาคใต้,ภูเก็ต,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,319214.3325,173946.7525,145267.5775
ภาคใต้,ภูเก็ต,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,288335.595,159581.33,128754.2625
ภาคใต้,ภูเก็ต,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,30878.74,14365.425,16513.315
ภาคใต้,ภูเก็ต,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,194.3475,194.3475,0
ภาคใต้,ภูเก็ต,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,135302.5725,52319.6525,82982.9225
ภาคใต้,ภูเก็ต,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,34829.7375,1339.4575,33490.285
ภาคใต้,ภูเก็ต,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,44958.35,21216.125,23742.2275
ภาคใต้,ภูเก็ต,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,10170.5,4879.5,5291
ภาคใต้,ภูเก็ต,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,45343.94,24884.6425,20459.295
ภาคใต้,สุราษฎร์ธานี,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,884733,429864,454869
ภาคใต้,สุราษฎร์ธานี,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,628639.365,350503.475,278135.8925
ภาคใต้,สุราษฎร์ธานี,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,628639.365,350503.475,278135.8925
ภาคใต้,สุราษฎร์ธานี,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,618098.495,346299.13,271799.365
ภาคใต้,สุราษฎร์ธานี,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,10540.87,4204.3425,6336.525
ภาคใต้,สุราษฎร์ธานี,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,0,0,0
ภาคใต้,สุราษฎร์ธานี,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,256093.635,79360.5275,176733.11
ภาคใต้,สุราษฎร์ธานี,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,90552.0775,1672.1325,88879.9475
ภาคใต้,สุราษฎร์ธานี,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,63671.605,27747.4975,35924.11
ภาคใต้,สุราษฎร์ธานี,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,19742,9091.25,10650.5
ภาคใต้,สุราษฎร์ธานี,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,82128.045,40849.5625,41278.4825
ภาคใต้,ระนอง,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,205875,103648.25,102226.75
ภาคใต้,ระนอง,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,138566.5025,86015.7025,52550.8
ภาคใต้,ระนอง,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,138384.27,85858.5275,52525.7425
ภาคใต้,ระนอง,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,135748.72,84401.0425,51347.6825
ภาคใต้,ระนอง,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,2635.5475,1457.485,1178.06
ภาคใต้,ระนอง,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,182.235,157.1775,25.0575
ภาคใต้,ระนอง,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,67308.4975,17632.5475,49675.95
ภาคใต้,ระนอง,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,30292.13,609.5325,29682.5975
ภาคใต้,ระนอง,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,14582.145,6711.425,7870.72
ภาคใต้,ระนอง,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,4906.25,2404,2502.25
ภาคใต้,ระนอง,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,17527.865,7907.59,9620.525
ภาคใต้,ชุมพร,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,415228.5,208425.75,206802.75
ภาคใต้,ชุมพร,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,286364.25,169013.04,117351.2075
ภาคใต้,ชุมพร,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,286364.25,169013.04,117351.2075
ภาคใต้,ชุมพร,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,284214.1325,168063.345,116150.7825
ภาคใต้,ชุมพร,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,2150.1225,949.6975,1200.425
ภาคใต้,ชุมพร,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,0,0,0
ภาคใต้,ชุมพร,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,128864.25,39412.71,89451.5425
ภาคใต้,ชุมพร,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,48059.0725,1829.485,46229.5875
ภาคใต้,ชุมพร,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,31222.0525,15096.2,16125.85
ภาคใต้,ชุมพร,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,10800.75,5013,5787.5
ภาคใต้,ชุมพร,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,38782.5025,17473.8625,21308.39
ภาคใต้,สงขลา,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,1277368.75,610584.75,666784.0025
ภาคใต้,สงขลา,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,872591.7425,463928.9125,408662.8325
ภาคใต้,สงขลา,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,872470.5725,463807.7425,408662.8325
ภาคใต้,สงขลา,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,844507.5825,447688.1675,396819.415
ภาคใต้,สงขลา,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,27962.99,16119.5775,11843.4125
ภาคใต้,สงขลา,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,121.17,121.17,0
ภาคใต้,สงขลา,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,404777.01,146655.8375,258121.17
ภาคใต้,สงขลา,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,89807.47,1781.475,88025.995
ภาคใต้,สงขลา,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,138255.455,61932.715,76322.7425
ภาคใต้,สงขลา,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,33529.25,14189,19340.5
ภาคใต้,สงขลา,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,143184.6675,68752.65,74432.0175
ภาคใต้,สตูล,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,218903.75,109928.25,108975.5
ภาคใต้,สตูล,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,150000.0475,86775.02,63225.0275
ภาคใต้,สตูล,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,149817.1,86708.695,63108.405
ภาคใต้,สตูล,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,145128.55,84309.82,60818.7325
ภาคใต้,สตูล,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,4688.55,2398.8775,2289.67
ภาคใต้,สตูล,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,182.945,66.325,116.62
ภาคใต้,สตูล,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,68903.705,23153.225,45750.475
ภาคใต้,สตูล,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,22394.3375,170.245,22224.09
ภาคใต้,สตูล,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,17207.6075,8237.94,8969.665
ภาคใต้,สตูล,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,5557.75,2534.5,3023.25
ภาคใต้,สตูล,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,23743.8525,12210.515,11533.585
ภาคใต้,ตรัง,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,517858.5,247803.5,270055
ภาคใต้,ตรัง,กำลังแรงงานรวม,อื่นๆ,ผู้ว่างงาน,379914.255,202345.6525,177568.6
ภาคใต้,ตรัง,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,379914.255,202345.6525,177568.6
ภาคใต้,ตรัง,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้มีงานทำ,376207.7875,200826.3025,175381.4775
ภาคใต้,ตรัง,กำลังแรงงานรวม,กำลังแรงงานปัจจุบัน,ผู้ว่างงาน,3706.47,1519.35,2187.1225
ภาคใต้,ตรัง,กำลังแรงงานรวม,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,0,0,0
ภาคใต้,ตรัง,ผู้ไม่อยู่ในกำลังแรงงาน,กำลังแรงงานที่รอฤดูกาล,ผู้ว่างงาน,137944.25,45457.845,92486.4025
ภาคใต้,ตรัง,ผู้ไม่อยู่ในกำลังแรงงาน,ทำงานบ้าน,ผู้ว่างงาน,42740.6625,1782.0775,40958.585
ภาคใต้,ตรัง,ผู้ไม่อยู่ในกำลังแรงงาน,เรียนหนังสือ,ผู้ว่างงาน,40996.9675,18650.6125,22346.3575
ภาคใต้,ตรัง,ผู้ไม่อยู่ในกำลังแรงงาน,เด็ก/ชรา/ป่วย/พิการจนไม่สามารถทำงานได้,ผู้ว่างงาน,11116.5,4750.5,6366.25
ภาคใต้,ตรัง,ผู้ไม่อยู่ในกำลังแรงงาน,อื่นๆ,ผู้ว่างงาน,43090.1,20274.815,22815.285
ภาคใต้,พัทลุง,ประชากรอายุ 15 ปีขึ้นไป,อื่นๆ,ผู้ว่างงาน,425495.75,201160.25,224335.5
